BookId,Author,Description,Isbn,Name,Price,Type
271,Author_271,Description_271,Isbn_271,Name_271,57.0,Type_271
272,Author_272,Description_272,Isbn_272,Name_272,23.0,Type_272
273,Author_273,Description_273,Isbn_273,Name_273,35.0,Type_273
274,Author_274,Description_274,Isbn_274,Name_274,29.0,Type_274
275,Author_275,Description_275,Isbn_275,Name_275,49.0,Type_275
276,Author_276,Description_276,Isbn_276,Name_276,15.0,Type_276
277,Author_277,Description_277,Isbn_277,Name_277,88.0,Type_277
278,Author_278,Description_278,Isbn_278,Name_278,89.0,Type_278
279,Author_279,Description_279,Isbn_279,Name_279,20.0,Type_279
280,Author_280,Description_280,Isbn_280,Name_280,86.0,Type_280
281,Author_281,Description_281,Isbn_281,Name_281,81.0,Type_281
282,Author_282,Description_282,Isbn_282,Name_282,81.0,Type_282
283,Author_283,Description_283,Isbn_283,Name_283,13.0,Type_283
284,Author_284,Description_284,Isbn_284,Name_284,4.0,Type_284
285,Author_285,Description_285,Isbn_285,Name_285,10.0,Type_285
286,Author_286,Description_286,Isbn_286,Name_286,33.0,Type_286
287,Author_287,Description_287,Isbn_287,Name_287,80.0,Type_287
288,Author_288,Description_288,Isbn_288,Name_288,49.0,Type_288
289,Author_289,Description_289,Isbn_289,Name_289,34.0,Type_289
290,Author_290,Description_290,Isbn_290,Name_290,19.0,Type_290
291,Author_291,Description_291,Isbn_291,Name_291,68.0,Type_291
292,Author_292,Description_292,Isbn_292,Name_292,36.0,Type_292
293,Author_293,Description_293,Isbn_293,Name_293,50.0,Type_293
294,Author_294,Description_294,Isbn_294,Name_294,85.0,Type_294
295,Author_295,Description_295,Isbn_295,Name_295,83.0,Type_295
296,Author_296,Description_296,Isbn_296,Name_296,33.0,Type_296
297,Author_297,Description_297,Isbn_297,Name_297,10.0,Type_297
298,Author_298,Description_298,Isbn_298,Name_298,49.0,Type_298
299,Author_299,Description_299,Isbn_299,Name_299,66.0,Type_299
300,Author_300,Description_300,Isbn_300,Name_300,42.0,Type_300
301,Author_301,Description_301,Isbn_301,Name_301,55.0,Type_301
302,Author_302,Description_302,Isbn_302,Name_302,30.0,Type_302
303,Author_303,Description_303,Isbn_303,Name_303,0.0,Type_303
304,Author_304,Description_304,Isbn_304,Name_304,36.0,Type_304
305,Author_305,Description_305,Isbn_305,Name_305,70.0,Type_305
306,Author_306,Description_306,Isbn_306,Name_306,76.0,Type_306
307,Author_307,Description_307,Isbn_307,Name_307,57.0,Type_307
308,Author_308,Description_308,Isbn_308,Name_308,0.0,Type_308
309,Author_309,Description_309,Isbn_309,Name_309,48.0,Type_309
310,Author_310,Description_310,Isbn_310,Name_310,32.0,Type_310
311,Author_311,Description_311,Isbn_311,Name_311,85.0,Type_311
312,Author_312,Description_312,Isbn_312,Name_312,15.0,Type_312
313,Author_313,Description_313,Isbn_313,Name_313,47.0,Type_313
314,Author_314,Description_314,Isbn_314,Name_314,13.0,Type_314
315,Author_315,Description_315,Isbn_315,Name_315,7.0,Type_315
316,Author_316,Description_316,Isbn_316,Name_316,5.0,Type_316
317,Author_317,Description_317,Isbn_317,Name_317,20.0,Type_317
318,Author_318,Description_318,Isbn_318,Name_318,32.0,Type_318
319,Author_319,Description_319,Isbn_319,Name_319,64.0,Type_319
320,Author_320,Description_320,Isbn_320,Name_320,53.0,Type_320
321,Author_321,Description_321,Isbn_321,Name_321,0.0,Type_321
322,Author_322,Description_322,Isbn_322,Name_322,0.0,Type_322
323,Author_323,Description_323,Isbn_323,Name_323,63.0,Type_323
324,Author_324,Description_324,Isbn_324,Name_324,14.0,Type_324
325,Author_325,Description_325,Isbn_325,Name_325,24.0,Type_325
326,Author_326,Description_326,Isbn_326,Name_326,17.0,Type_326
327,Author_327,Description_327,Isbn_327,Name_327,28.0,Type_327
328,Author_328,Description_328,Isbn_328,Name_328,70.0,Type_328
329,Author_329,Description_329,Isbn_329,Name_329,0.0,Type_329
330,Author_330,Description_330,Isbn_330,Name_330,53.0,Type_330
331,Author_331,Description_331,Isbn_331,Name_331,41.0,Type_331
332,Author_332,Description_332,Isbn_332,Name_332,16.0,Type_332
333,Author_333,Description_333,Isbn_333,Name_333,56.0,Type_333
334,Author_334,Description_334,Isbn_334,Name_334,71.0,Type_334
335,Author_335,Description_335,Isbn_335,Name_335,51.0,Type_335
336,Author_336,Description_336,Isbn_336,Name_336,18.0,Type_336
337,Author_337,Description_337,Isbn_337,Name_337,43.0,Type_337
338,Author_338,Description_338,Isbn_338,Name_338,31.0,Type_338
339,Author_339,Description_339,Isbn_339,Name_339,82.0,Type_339
340,Author_340,Description_340,Isbn_340,Name_340,62.0,Type_340
341,Author_341,Description_341,Isbn_341,Name_341,42.0,Type_341
342,Author_342,Description_342,Isbn_342,Name_342,86.0,Type_342
343,Author_343,Description_343,Isbn_343,Name_343,78.0,Type_343
344,Author_344,Description_344,Isbn_344,Name_344,1.0,Type_344
345,Author_345,Description_345,Isbn_345,Name_345,79.0,Type_345
346,Author_346,Description_346,Isbn_346,Name_346,15.0,Type_346
347,Author_347,Description_347,Isbn_347,Name_347,80.0,Type_347
348,Author_348,Description_348,Isbn_348,Name_348,23.0,Type_348
349,Author_349,Description_349,Isbn_349,Name_349,46.0,Type_349
350,Author_350,Description_350,Isbn_350,Name_350,64.0,Type_350
351,Author_351,Description_351,Isbn_351,Name_351,3.0,Type_351
352,Author_352,Description_352,Isbn_352,Name_352,50.0,Type_352
353,Author_353,Description_353,Isbn_353,Name_353,6.0,Type_353
354,Author_354,Description_354,Isbn_354,Name_354,24.0,Type_354
355,Author_355,Description_355,Isbn_355,Name_355,57.0,Type_355
356,Author_356,Description_356,Isbn_356,Name_356,59.0,Type_356
357,Author_357,Description_357,Isbn_357,Name_357,26.0,Type_357
358,Author_358,Description_358,Isbn_358,Name_358,14.0,Type_358
359,Author_359,Description_359,Isbn_359,Name_359,68.0,Type_359
360,Author_360,Description_360,Isbn_360,Name_360,75.0,Type_360
361,Author_361,Description_361,Isbn_361,Name_361,57.0,Type_361
362,Author_362,Description_362,Isbn_362,Name_362,41.0,Type_362
363,Author_363,Description_363,Isbn_363,Name_363,19.0,Type_363
364,Author_364,Description_364,Isbn_364,Name_364,70.0,Type_364
365,Author_365,Description_365,Isbn_365,Name_365,6.0,Type_365
366,Author_366,Description_366,Isbn_366,Name_366,17.0,Type_366
367,Author_367,Description_367,Isbn_367,Name_367,36.0,Type_367
368,Author_368,Description_368,Isbn_368,Name_368,15.0,Type_368
369,Author_369,Description_369,Isbn_369,Name_369,75.0,Type_369
370,Author_370,Description_370,Isbn_370,Name_370,9.0,Type_370
371,Author_371,Description_371,Isbn_371,Name_371,62.0,Type_371
372,Author_372,Description_372,Isbn_372,Name_372,87.0,Type_372
373,Author_373,Description_373,Isbn_373,Name_373,48.0,Type_373
374,Author_374,Description_374,Isbn_374,Name_374,59.0,Type_374
375,Author_375,Description_375,Isbn_375,Name_375,34.0,Type_375
376,Author_376,Description_376,Isbn_376,Name_376,28.0,Type_376
377,Author_377,Description_377,Isbn_377,Name_377,69.0,Type_377
378,Author_378,Description_378,Isbn_378,Name_378,63.0,Type_378
379,Author_379,Description_379,Isbn_379,Name_379,3.0,Type_379
380,Author_380,Description_380,Isbn_380,Name_380,61.0,Type_380
381,Author_381,Description_381,Isbn_381,Name_381,54.0,Type_381
382,Author_382,Description_382,Isbn_382,Name_382,50.0,Type_382
383,Author_383,Description_383,Isbn_383,Name_383,79.0,Type_383
384,Author_384,Description_384,Isbn_384,Name_384,88.0,Type_384
385,Author_385,Description_385,Isbn_385,Name_385,30.0,Type_385
386,Author_386,Description_386,Isbn_386,Name_386,44.0,Type_386
387,Author_387,Description_387,Isbn_387,Name_387,65.0,Type_387
388,Author_388,Description_388,Isbn_388,Name_388,14.0,Type_388
389,Author_389,Description_389,Isbn_389,Name_389,68.0,Type_389
390,Author_390,Description_390,Isbn_390,Name_390,69.0,Type_390
391,Author_391,Description_391,Isbn_391,Name_391,4.0,Type_391
392,Author_392,Description_392,Isbn_392,Name_392,62.0,Type_392
393,Author_393,Description_393,Isbn_393,Name_393,38.0,Type_393
394,Author_394,Description_394,Isbn_394,Name_394,84.0,Type_394
395,Author_395,Description_395,Isbn_395,Name_395,2.0,Type_395
396,Author_396,Description_396,Isbn_396,Name_396,0.0,Type_396
397,Author_397,Description_397,Isbn_397,Name_397,80.0,Type_397
398,Author_398,Description_398,Isbn_398,Name_398,56.0,Type_398
399,Author_399,Description_399,Isbn_399,Name_399,70.0,Type_399
400,Author_400,Description_400,Isbn_400,Name_400,83.0,Type_400
401,Author_401,Description_401,Isbn_401,Name_401,58.0,Type_401
402,Author_402,Description_402,Isbn_402,Name_402,19.0,Type_402
403,Author_403,Description_403,Isbn_403,Name_403,82.0,Type_403
404,Author_404,Description_404,Isbn_404,Name_404,72.0,Type_404
405,Author_405,Description_405,Isbn_405,Name_405,10.0,Type_405
406,Author_406,Description_406,Isbn_406,Name_406,6.0,Type_406
407,Author_407,Description_407,Isbn_407,Name_407,45.0,Type_407
408,Author_408,Description_408,Isbn_408,Name_408,68.0,Type_408
409,Author_409,Description_409,Isbn_409,Name_409,2.0,Type_409
410,Author_410,Description_410,Isbn_410,Name_410,14.0,Type_410
411,Author_411,Description_411,Isbn_411,Name_411,37.0,Type_411
412,Author_412,Description_412,Isbn_412,Name_412,45.0,Type_412
413,Author_413,Description_413,Isbn_413,Name_413,84.0,Type_413
414,Author_414,Description_414,Isbn_414,Name_414,73.0,Type_414
415,Author_415,Description_415,Isbn_415,Name_415,55.0,Type_415
416,Author_416,Description_416,Isbn_416,Name_416,63.0,Type_416
417,Author_417,Description_417,Isbn_417,Name_417,15.0,Type_417
418,Author_418,Description_418,Isbn_418,Name_418,39.0,Type_418
419,Author_419,Description_419,Isbn_419,Name_419,43.0,Type_419
420,Author_420,Description_420,Isbn_420,Name_420,76.0,Type_420
421,Author_421,Description_421,Isbn_421,Name_421,4.0,Type_421
422,Author_422,Description_422,Isbn_422,Name_422,64.0,Type_422
423,Author_423,Description_423,Isbn_423,Name_423,39.0,Type_423
424,Author_424,Description_424,Isbn_424,Name_424,11.0,Type_424
425,Author_425,Description_425,Isbn_425,Name_425,0.0,Type_425
426,Author_426,Description_426,Isbn_426,Name_426,64.0,Type_426
427,Author_427,Description_427,Isbn_427,Name_427,11.0,Type_427
428,Author_428,Description_428,Isbn_428,Name_428,26.0,Type_428
429,Author_429,Description_429,Isbn_429,Name_429,83.0,Type_429
430,Author_430,Description_430,Isbn_430,Name_430,34.0,Type_430
431,Author_431,Description_431,Isbn_431,Name_431,75.0,Type_431
432,Author_432,Description_432,Isbn_432,Name_432,44.0,Type_432
433,Author_433,Description_433,Isbn_433,Name_433,56.0,Type_433
434,Author_434,Description_434,Isbn_434,Name_434,5.0,Type_434
435,Author_435,Description_435,Isbn_435,Name_435,45.0,Type_435
436,Author_436,Description_436,Isbn_436,Name_436,49.0,Type_436
437,Author_437,Description_437,Isbn_437,Name_437,80.0,Type_437
438,Author_438,Description_438,Isbn_438,Name_438,32.0,Type_438
439,Author_439,Description_439,Isbn_439,Name_439,65.0,Type_439
440,Author_440,Description_440,Isbn_440,Name_440,31.0,Type_440
441,Author_441,Description_441,Isbn_441,Name_441,70.0,Type_441
442,Author_442,Description_442,Isbn_442,Name_442,68.0,Type_442
443,Author_443,Description_443,Isbn_443,Name_443,6.0,Type_443
444,Author_444,Description_444,Isbn_444,Name_444,20.0,Type_444
445,Author_445,Description_445,Isbn_445,Name_445,37.0,Type_445
446,Author_446,Description_446,Isbn_446,Name_446,17.0,Type_446
447,Author_447,Description_447,Isbn_447,Name_447,83.0,Type_447
448,Author_448,Description_448,Isbn_448,Name_448,57.0,Type_448
449,Author_449,Description_449,Isbn_449,Name_449,9.0,Type_449
450,Author_450,Description_450,Isbn_450,Name_450,28.0,Type_450
451,Author_451,Description_451,Isbn_451,Name_451,85.0,Type_451
452,Author_452,Description_452,Isbn_452,Name_452,2.0,Type_452
453,Author_453,Description_453,Isbn_453,Name_453,72.0,Type_453
454,Author_454,Description_454,Isbn_454,Name_454,65.0,Type_454
455,Author_455,Description_455,Isbn_455,Name_455,54.0,Type_455
456,Author_456,Description_456,Isbn_456,Name_456,20.0,Type_456
457,Author_457,Description_457,Isbn_457,Name_457,47.0,Type_457
458,Author_458,Description_458,Isbn_458,Name_458,45.0,Type_458
459,Author_459,Description_459,Isbn_459,Name_459,55.0,Type_459
460,Author_460,Description_460,Isbn_460,Name_460,43.0,Type_460
461,Author_461,Description_461,Isbn_461,Name_461,11.0,Type_461
462,Author_462,Description_462,Isbn_462,Name_462,60.0,Type_462
463,Author_463,Description_463,Isbn_463,Name_463,25.0,Type_463
464,Author_464,Description_464,Isbn_464,Name_464,45.0,Type_464
465,Author_465,Description_465,Isbn_465,Name_465,7.0,Type_465
466,Author_466,Description_466,Isbn_466,Name_466,69.0,Type_466
467,Author_467,Description_467,Isbn_467,Name_467,39.0,Type_467
468,Author_468,Description_468,Isbn_468,Name_468,1.0,Type_468
469,Author_469,Description_469,Isbn_469,Name_469,19.0,Type_469
470,Author_470,Description_470,Isbn_470,Name_470,39.0,Type_470
471,Author_471,Description_471,Isbn_471,Name_471,22.0,Type_471
472,Author_472,Description_472,Isbn_472,Name_472,5.0,Type_472
473,Author_473,Description_473,Isbn_473,Name_473,34.0,Type_473
474,Author_474,Description_474,Isbn_474,Name_474,18.0,Type_474
475,Author_475,Description_475,Isbn_475,Name_475,49.0,Type_475
476,Author_476,Description_476,Isbn_476,Name_476,72.0,Type_476
477,Author_477,Description_477,Isbn_477,Name_477,75.0,Type_477
478,Author_478,Description_478,Isbn_478,Name_478,28.0,Type_478
479,Author_479,Description_479,Isbn_479,Name_479,13.0,Type_479
480,Author_480,Description_480,Isbn_480,Name_480,11.0,Type_480
481,Author_481,Description_481,Isbn_481,Name_481,24.0,Type_481
482,Author_482,Description_482,Isbn_482,Name_482,79.0,Type_482
483,Author_483,Description_483,Isbn_483,Name_483,59.0,Type_483
484,Author_484,Description_484,Isbn_484,Name_484,31.0,Type_484
485,Author_485,Description_485,Isbn_485,Name_485,83.0,Type_485
486,Author_486,Description_486,Isbn_486,Name_486,45.0,Type_486
487,Author_487,Description_487,Isbn_487,Name_487,16.0,Type_487
488,Author_488,Description_488,Isbn_488,Name_488,59.0,Type_488
489,Author_489,Description_489,Isbn_489,Name_489,62.0,Type_489
490,Author_490,Description_490,Isbn_490,Name_490,60.0,Type_490
491,Author_491,Description_491,Isbn_491,Name_491,0.0,Type_491
492,Author_492,Description_492,Isbn_492,Name_492,82.0,Type_492
493,Author_493,Description_493,Isbn_493,Name_493,39.0,Type_493
494,Author_494,Description_494,Isbn_494,Name_494,11.0,Type_494
495,Author_495,Description_495,Isbn_495,Name_495,87.0,Type_495
496,Author_496,Description_496,Isbn_496,Name_496,74.0,Type_496
497,Author_497,Description_497,Isbn_497,Name_497,11.0,Type_497
498,Author_498,Description_498,Isbn_498,Name_498,52.0,Type_498
499,Author_499,Description_499,Isbn_499,Name_499,1.0,Type_499
500,Author_500,Description_500,Isbn_500,Name_500,87.0,Type_500
501,Author_501,Description_501,Isbn_501,Name_501,54.0,Type_501
502,Author_502,Description_502,Isbn_502,Name_502,17.0,Type_502
503,Author_503,Description_503,Isbn_503,Name_503,50.0,Type_503
504,Author_504,Description_504,Isbn_504,Name_504,69.0,Type_504
505,Author_505,Description_505,Isbn_505,Name_505,61.0,Type_505
506,Author_506,Description_506,Isbn_506,Name_506,13.0,Type_506
507,Author_507,Description_507,Isbn_507,Name_507,59.0,Type_507
508,Author_508,Description_508,Isbn_508,Name_508,56.0,Type_508
509,Author_509,Description_509,Isbn_509,Name_509,51.0,Type_509
510,Author_510,Description_510,Isbn_510,Name_510,43.0,Type_510
511,Author_511,Description_511,Isbn_511,Name_511,12.0,Type_511
512,Author_512,Description_512,Isbn_512,Name_512,5.0,Type_512
513,Author_513,Description_513,Isbn_513,Name_513,54.0,Type_513
514,Author_514,Description_514,Isbn_514,Name_514,74.0,Type_514
515,Author_515,Description_515,Isbn_515,Name_515,69.0,Type_515
516,Author_516,Description_516,Isbn_516,Name_516,72.0,Type_516
517,Author_517,Description_517,Isbn_517,Name_517,25.0,Type_517
518,Author_518,Description_518,Isbn_518,Name_518,63.0,Type_518
519,Author_519,Description_519,Isbn_519,Name_519,68.0,Type_519
520,Author_520,Description_520,Isbn_520,Name_520,58.0,Type_520
521,Author_521,Description_521,Isbn_521,Name_521,85.0,Type_521
